cgpa,internships,intern_quality,certifications,skill_level,projects_score,course,tier,placement_rate,avg_salary,placement_cell,job_demand,job_activity,region_density,macro,pipeline,placed_3m,placed_6m,placed_12m,salary,risk
6.2,0,0,0,1,0,11,2,60,7.8,1,2,3,0.5917286465369731,2,0,0,0,0,4.7,high
5.18,3,0,5,1,0,6,2,53,4.5,3,1,1,0.9235046244454321,1,0,0,1,1,4.6,medium
3.85,3,0,1,0,1,7,3,36,6.2,0,2,1,0.1603578774337215,2,0,1,1,1,7.9,medium
7.87,1,3,1,0,2,9,1,60,15.7,3,1,3,0.33801750310803846,3,1,0,1,1,15.1,medium
4.1,0,0,2,2,1,1,3,92,5.0,1,2,2,0.7284686665552921,2,2,0,0,0,5.8,medium
6.08,0,0,2,0,3,14,2,95,8.9,2,2,2,0.14976528195332367,2,3,1,1,1,6.2,medium
5.83,0,0,3,2,2,6,1,49,6.3,0,3,1,0.38785657367685233,2,0,1,1,1,3.6,low
6.96,0,0,2,0,1,10,1,68,7.3,1,1,1,0.9503823110990938,1,0,0,1,1,6.2,low
6.85,0,0,1,1,1,9,2,50,8.3,2,1,2,0.5221266388361333,3,2,0,1,1,6.5,medium
7.04,0,0,4,0,0,12,1,26,12.0,2,1,2,0.790350548464236,2,2,1,1,1,14.3,medium
7.32,1,3,2,0,2,7,1,53,12.8,2,2,1,0.4713655273069215,2,2,1,1,1,13.7,low
7.49,2,0,2,0,2,3,3,28,2.4,3,1,1,0.3905534403000014,2,2,1,1,1,4.4,medium
6.56,1,3,2,0,0,6,2,89,8.2,0,2,1,0.3694958575114655,4,3,0,1,1,7.0,low
4.96,0,0,2,0,1,2,2,69,6.0,2,1,1,0.504220710055579,1,2,1,1,1,7.3,low
6.44,0,0,3,2,0,7,3,42,3.9,2,1,3,0.7214239424536619,1,0,0,0,0,3.7,high
4.03,0,0,1,2,2,9,2,54,10.8,2,2,1,0.48585462558012293,2,3,1,1,1,8.5,low
4.39,2,1,1,0,2,9,3,25,3.3,0,1,2,0.21480296504933033,1,0,1,1,1,5.3,high
6.96,3,0,0,0,2,7,1,93,20.1,2,1,1,0.557201036620083,2,0,0,0,0,21.8,low
4.29,0,0,5,0,1,5,3,77,3.5,1,2,1,0.9487261021002713,1,4,0,0,0,1.9,high
6.09,1,1,4,1,2,4,1,80,16.6,1,3,3,0.526733308755797,3,3,1,1,1,18.1,low
6.08,0,0,1,0,1,9,3,47,6.3,3,1,1,0.9797348210625156,1,1,1,1,1,5.1,medium
6.91,1,3,1,1,2,14,1,52,14.6,1,3,1,0.21711652808845505,3,2,1,1,1,18.5,low
6.07,0,0,0,1,0,9,3,60,2.1,1,1,1,0.3253419461116057,1,0,0,1,1,1.1,medium
7.45,1,0,0,2,2,14,3,81,3.6,3,2,2,0.33417121097250657,2,3,0,1,1,7.3,low
6.75,0,0,0,1,0,8,2,87,8.3,2,2,2,0.8132654905838369,4,1,1,1,1,8.8,low
7.56,0,0,0,1,0,9,2,90,10.5,0,2,1,0.6205740137035033,1,0,1,1,1,12.7,low
5.92,1,3,2,1,3,11,1,59,11.0,0,1,1,0.9059330916739575,2,4,0,1,1,15.5,low
6.1,1,0,0,1,3,12,3,54,4.6,0,1,2,0.8838172168951527,1,1,0,1,1,5.1,medium
6.16,0,0,3,0,2,11,3,82,4.4,1,2,3,0.2002480677152414,3,0,1,1,1,1.5,medium
9.27,1,0,4,0,3,5,3,81,4.4,3,1,1,0.7789082404350189,3,2,1,1,1,4.1,medium
6.56,0,0,2,0,0,13,3,89,3.0,1,1,2,0.7876226987372305,2,0,1,1,1,3.3,medium
7.64,2,0,4,2,1,1,3,33,5.4,0,2,1,0.3035400618189149,2,0,0,0,1,1.6500000000000001,high
6.73,0,0,1,2,3,14,3,70,6.0,0,1,2,0.7429847818639409,4,0,1,1,1,4.9,low
6.64,1,0,0,0,0,12,2,62,6.2,2,1,1,0.578616030213465,3,2,0,1,1,5.3,medium
6.4,1,0,1,1,1,3,2,28,7.7,2,1,2,0.6297288750862078,3,0,1,1,1,6.6,medium
6.37,1,0,2,0,0,4,3,53,4.1,2,3,2,0.5123415382234346,2,3,0,0,0,2.4,high
5.13,1,1,1,2,2,2,1,25,14.3,1,3,1,0.3649277133656934,2,1,1,1,1,17.0,low
5.25,0,0,0,0,0,4,2,95,12.5,2,3,2,0.4446785859064376,1,2,1,1,1,13.6,medium
3.95,2,2,1,0,0,0,3,44,5.7,3,3,3,0.15794478882385296,2,4,1,1,1,3.0,low
9.11,0,0,1,0,2,4,3,52,6.4,2,2,1,0.6658044788102806,2,0,0,0,1,6.1,medium
9.27,2,0,4,1,2,5,2,32,6.3,1,3,1,0.4471806697172822,2,0,1,1,1,7.2,low
4.35,0,0,1,1,2,14,2,95,8.6,2,1,2,0.48653508000446866,4,2,1,1,1,9.4,low
3.54,1,0,1,0,3,12,1,31,12.7,1,1,1,0.9610446206091497,2,3,0,0,1,9.8,medium
9.25,0,0,0,1,3,0,3,57,9.0,1,3,3,0.4356057807469519,4,2,1,1,1,10.35,low
9.7,1,4,1,1,0,8,1,47,14.1,0,2,1,0.4303787461084516,3,2,1,1,1,14.9,low
7.31,1,0,0,1,0,8,3,40,7.3,1,2,3,0.41890661548038,2,0,0,1,1,9.2,high
6.03,2,0,2,0,1,11,2,50,5.2,0,3,3,0.180231242374793,3,1,0,1,1,4.6,medium
6.77,2,0,1,2,2,1,2,69,12.7,1,1,3,0.6928600121391364,1,3,1,1,1,14.2,low
9.68,1,1,4,0,2,4,3,71,9.4,1,3,1,0.19392737470473748,2,2,1,1,1,6.2,low
7.72,0,0,2,1,3,5,2,70,5.7,3,1,2,0.9216330913178923,1,4,1,1,1,6.8,low
3.88,0,0,0,0,1,8,3,79,3.3,0,1,2,0.9360302086220267,4,0,0,0,0,4.8,high
3.56,1,2,0,1,0,10,2,41,3.7,2,1,1,0.22272162614480692,1,0,0,1,1,3.1,medium
6.25,0,0,1,2,2,4,3,95,4.4,1,2,2,0.7393787307565991,4,2,1,1,1,5.4,medium
8.12,0,0,0,1,1,14,3,29,4.7,3,2,3,0.1264519467948846,1,1,0,1,1,6.6,medium
6.01,3,0,1,2,2,0,3,82,4.8,0,2,1,0.37071933955568703,4,3,1,1,1,3.9,medium
9.21,2,3,0,0,1,12,3,41,2.7,0,1,3,0.6126849796372288,1,0,0,1,1,2.2,low
4.22,0,0,1,0,2,7,2,67,7.4,3,3,2,0.7003826764971153,2,3,1,1,1,4.5,medium
7.16,1,0,1,1,1,4,1,50,16.2,2,3,3,0.14342471595481335,1,3,0,1,1,17.5,low
4.4,1,2,1,1,2,9,3,47,6.3,2,1,2,0.3758986113902545,3,0,1,1,1,6.3,medium
6.16,2,1,1,1,1,14,3,84,6.1,0,2,2,0.19470966366441428,1,4,1,1,1,6.6,low
8.8,2,3,1,2,3,4,1,54,26.3,2,3,1,0.6065471583867126,3,0,0,1,1,26.6,low
4.42,3,0,0,2,3,3,2,51,6.5,2,1,3,0.639701088376021,2,1,1,1,1,7.3,low
7.55,0,0,0,2,2,11,3,82,6.0,3,1,3,0.1880237914667066,2,2,0,1,1,6.8999999999999995,medium
4.53,0,0,2,0,0,13,2,78,3.2,0,1,3,0.5896002061727607,1,1,0,0,1,1.6500000000000001,high
3.75,0,0,2,0,3,9,1,95,12.3,3,1,3,0.20483173759420853,3,0,0,1,1,11.0,medium
7.48,1,0,0,1,1,5,3,73,5.6,1,2,1,0.8177992323786734,4,3,1,1,1,5.3,low
4.28,0,0,0,0,2,6,2,29,7.9,2,2,1,0.25649321518159107,1,0,1,1,1,7.9,high
3.96,0,0,0,0,2,1,3,56,7.9,1,2,3,0.7290168474965165,2,0,1,1,1,9.2,low
4.51,0,0,5,0,1,8,3,74,4.8,1,1,1,0.8423852674501628,2,3,1,1,1,3.4,high
7.38,0,0,1,2,2,10,1,31,10.5,0,1,1,0.8903867104150124,1,2,0,0,1,7.9,medium
6.87,0,0,1,1,3,13,3,51,5.8,0,1,1,0.3435290005883237,2,1,1,1,1,6.8999999999999995,high
6.25,0,0,0,1,1,0,2,96,8.3,1,3,1,0.8718492214867618,1,2,0,0,0,5.1,medium
6.7,1,0,0,1,1,5,3,52,4.6,1,2,1,0.3552285063188936,4,1,0,0,1,3.1,low
8.51,0,0,3,1,0,1,2,28,10.5,0,2,1,0.16131632866648785,2,1,1,1,1,10.8,low
7.65,1,2,0,1,1,3,2,46,6.9,3,1,1,0.5338460322615118,2,0,1,1,1,8.2,low
3.92,1,0,3,0,0,10,3,39,2.9,0,1,2,0.8013568836009358,2,4,0,1,1,2.6,medium
5.41,2,3,2,1,2,12,2,94,5.3,0,2,1,0.5002913295109844,3,3,1,1,1,7.9,low
6.31,2,0,0,2,1,8,3,96,7.2,1,1,2,0.2355467458206819,1,0,0,0,0,6.5,high
6.06,1,0,3,1,3,2,3,36,4.4,0,1,1,0.14546451336869853,3,1,0,1,1,4.1,high
4.0,1,0,2,1,1,0,1,57,17.6,2,2,3,0.5316701746008266,3,1,1,1,1,23.8,low
5.49,0,0,3,1,2,2,2,59,5.7,2,3,1,0.8863212019691838,1,3,1,1,1,4.3,low
7.94,0,0,1,0,2,14,3,52,5.5,1,2,1,0.31121963186166995,2,0,1,1,1,5.4,medium
9.07,1,0,2,1,1,7,1,49,16.8,3,1,1,0.606810667668296,2,0,0,1,1,18.1,low
6.96,0,0,1,0,2,5,3,41,5.7,1,1,3,0.21195651085997474,4,2,0,1,1,3.4,high
6.32,0,0,2,1,3,6,3,38,2.2,2,3,1,0.3071183039834977,1,0,0,0,1,1.5,high
5.89,1,2,5,0,1,14,2,47,8.4,0,2,3,0.9508624288524543,2,0,0,0,0,4.4,high
4.6,0,0,0,0,0,10,3,75,2.4,0,1,2,0.27373547109193186,2,4,1,1,1,1.1,medium
7.09,1,0,2,0,2,9,2,30,7.0,1,1,1,0.833481934283966,2,1,1,1,1,7.7,low
4.36,0,0,1,1,3,3,2,63,9.7,0,1,1,0.236704174924343,1,1,1,1,1,7.6,high
5.53,0,0,1,0,1,1,2,43,12.9,2,2,1,0.6210102329535863,2,2,0,0,0,11.9,medium
5.19,1,3,2,0,1,10,3,45,4.8,2,1,2,0.40425141214851856,2,1,1,1,1,5.6,medium
4.01,1,0,0,0,3,8,3,42,5.0,1,3,2,0.659903818891244,3,0,0,1,1,4.5,low
4.45,1,0,1,0,3,9,3,34,5.5,0,2,2,0.5996103104020155,3,0,0,1,1,7.3,medium
4.85,0,0,2,1,2,4,3,49,9.3,2,3,1,0.9496897723590925,4,2,1,1,1,11.0,medium
4.89,1,3,4,0,3,9,3,77,2.4,1,1,1,0.1973315353258346,1,3,0,0,1,3.1,medium
4.24,0,0,0,0,3,14,1,54,15.9,1,1,2,0.7486946403942161,2,0,1,1,1,20.6,low
6.89,1,0,2,0,0,13,1,69,6.7,0,1,2,0.10948101533699205,3,1,0,0,1,9.7,medium
7.59,1,2,1,1,1,5,2,91,5.6,3,2,2,0.8659727358559745,4,2,0,1,1,8.7,low
6.71,0,0,4,1,2,4,3,61,7.6,1,3,1,0.13492341287651496,2,0,0,0,1,9.0,low
6.32,0,0,0,0,1,2,3,81,5.3,1,1,2,0.1743869189957637,3,1,0,0,0,3.7,high
6.5,0,0,3,1,2,2,1,74,14.8,1,2,1,0.502254879728761,1,2,0,1,1,15.8,medium
7.19,1,3,1,0,1,11,3,80,3.2,0,1,2,0.24316216831865894,2,1,0,1,1,1.9,low
6.0,1,0,1,1,0,0,3,37,6.1,1,3,2,0.1418302835155636,3,4,0,1,1,5.0,low
7.65,1,1,2,1,0,2,2,95,4.3,1,1,3,0.8560926227167177,4,0,0,0,1,4.4,medium
8.62,1,2,1,1,0,3,3,83,3.9,1,1,2,0.23894307465375647,3,0,0,0,1,1.2,high
4.96,1,4,2,1,2,1,3,35,4.8,1,1,3,0.9047337501688625,3,1,1,1,1,1.6500000000000001,high
6.16,0,0,3,2,1,2,2,27,6.7,3,1,2,0.8039823113428541,2,2,1,1,1,10.0,low
9.55,0,0,2,0,1,2,2,72,10.0,1,1,2,0.928333916891474,2,1,0,0,1,11.2,medium
6.01,3,2,0,1,3,9,2,61,11.9,0,1,3,0.23700736174489534,2,2,1,1,1,13.799999999999999,low
3.79,2,4,1,0,0,13,1,89,9.5,0,2,2,0.2048395984566747,4,0,1,1,1,10.0,low
3.76,0,0,0,1,1,12,3,78,4.8,1,1,3,0.5224400510678132,3,4,0,1,1,4.6,medium
8.31,0,0,2,0,1,4,1,49,23.8,2,2,3,0.6967495078688054,1,0,0,0,1,20.0,medium
7.92,0,0,1,0,3,12,3,97,4.9,2,1,2,0.26006783903352454,1,0,0,0,1,5.75,high
6.06,0,0,0,0,1,12,2,77,5.5,1,2,1,0.1377555606618458,2,1,0,1,1,6.4,medium
9.11,0,0,0,0,3,4,3,34,8.2,0,2,1,0.4427948538347707,4,0,0,0,0,5.9,medium
7.62,1,3,0,2,2,8,2,62,8.8,2,1,1,0.6054031806041343,2,1,1,1,1,10.1,medium
8.93,0,0,0,0,1,6,2,92,4.0,0,3,2,0.5558579910073919,2,3,1,1,1,5.5,low
6.33,1,0,1,2,0,13,3,90,5.2,2,1,3,0.695942791717528,1,2,0,1,1,6.8999999999999995,medium
8.54,0,0,4,1,0,3,2,59,4.4,1,2,1,0.4422737207882418,1,0,0,1,1,4.1,low
7.52,0,0,3,2,2,7,1,71,13.1,2,2,2,0.6203600549158516,2,0,1,1,1,14.6,low
6.8,1,0,1,2,3,3,3,95,4.7,0,2,3,0.6188846545597646,1,0,1,1,1,4.4,medium
4.56,1,0,1,1,1,5,1,57,12.0,2,2,2,0.4563968025745927,2,2,1,1,1,12.3,low
6.29,0,0,2,1,1,3,2,89,6.6,3,2,1,0.9224292320744222,1,2,1,1,1,7.0,medium
8.87,0,0,2,1,1,7,1,48,9.4,1,1,1,0.7437875590897809,2,2,0,1,1,9.9,medium
3.74,0,0,3,1,0,9,3,34,6.6,1,1,2,0.6917207138621673,1,1,1,1,1,5.8,high
6.81,2,1,1,0,1,2,2,75,4.9,0,1,1,0.5212655896942412,4,0,1,1,1,7.2,low
4.47,1,3,2,0,2,4,2,61,7.6,1,2,2,0.5504597740485527,4,0,0,0,1,7.5,high
3.8,2,0,3,1,2,4,3,27,4.1,1,2,1,0.13541055013594788,3,1,0,0,0,4.6,high
5.07,0,0,1,1,1,6,3,36,3.3,2,1,2,0.8692339422321786,2,2,0,1,1,6.8999999999999995,low
6.22,1,0,1,2,0,10,3,51,4.1,2,1,2,0.740734012404621,4,0,1,1,1,4.3,low
8.29,1,0,1,0,0,8,3,41,6.0,1,1,1,0.5280210260218834,4,1,0,0,1,1.6500000000000001,medium
5.83,1,0,2,2,2,9,2,40,6.7,1,1,3,0.5487886075083843,2,1,0,1,1,7.1,medium
7.56,0,0,1,1,1,8,3,31,4.4,1,1,1,0.40679300402764074,1,0,1,1,1,5.1,medium
4.76,1,0,1,1,2,13,3,54,3.9,1,1,1,0.6759480002558795,4,0,1,1,1,6.6,medium
7.33,0,0,2,1,0,1,3,88,8.0,0,3,1,0.7962139020710746,2,2,0,1,1,9.1,low
3.77,0,0,1,0,1,8,2,41,8.7,1,3,2,0.44332093923843263,4,0,0,0,1,6.5,medium
7.17,1,1,2,2,3,3,3,84,5.3,1,1,3,0.12066576216765008,1,0,1,1,1,3.2,medium
3.75,2,1,3,1,3,5,1,62,15.9,0,1,3,0.6596251382291481,3,0,1,1,1,20.0,low
7.33,0,0,0,0,1,13,1,38,14.9,2,1,3,0.27504923196095615,1,1,0,1,1,18.1,low
7.21,0,0,1,1,2,6,3,31,2.4,2,2,2,0.3698400905117154,2,2,0,1,1,2.3,high
9.21,4,3,0,0,2,13,3,78,3.0,1,1,3,0.49138044359497535,2,3,1,1,1,6.2,low
4.43,0,0,1,0,0,14,2,32,10.4,0,1,2,0.34708718980068876,1,0,1,1,1,6.3,medium
5.77,0,0,1,0,1,9,2,36,7.9,3,1,2,0.672216273898106,1,4,0,1,1,7.9,medium
4.16,0,0,2,0,3,0,1,42,16.9,0,3,2,0.3235561376765368,2,0,1,1,1,17.7,low
5.94,0,0,2,1,1,9,2,88,8.5,2,1,1,0.6094079570901371,1,3,1,1,1,5.9,low
5.41,0,0,2,0,2,14,3,31,6.0,1,1,3,0.3293322509562622,3,1,0,1,1,4.3,medium
7.28,0,0,0,0,1,11,3,53,3.6,0,2,1,0.6720050076748869,1,0,0,1,1,2.4,medium
4.72,0,0,1,0,3,2,2,26,10.9,2,3,3,0.3131758291020562,1,2,1,1,1,9.6,medium
7.56,1,0,0,1,3,6,2,88,7.7,0,2,3,0.12406389163707404,3,1,0,1,1,8.3,low
7.71,0,0,3,0,2,1,3,82,5.8,0,1,3,0.7585399415539211,3,0,1,1,1,5.9,medium
5.19,0,0,2,1,0,10,1,72,9.1,2,1,1,0.7685367045194095,2,2,0,1,1,10.1,low
8.24,0,0,1,0,0,0,3,66,3.0,1,2,2,0.23535042143584015,1,0,1,1,1,1.6500000000000001,medium
4.55,1,3,1,0,0,6,3,98,5.2,1,3,1,0.2686618114847789,1,1,0,1,1,6.8999999999999995,low
6.74,3,4,4,0,3,5,3,26,6.0,0,3,3,0.9059827180541913,1,0,0,0,1,6.8999999999999995,low
5.42,0,0,0,1,2,3,1,87,16.6,2,1,2,0.9872737665467453,2,1,1,1,1,20.7,low
4.62,3,0,5,2,3,11,1,86,12.6,0,2,2,0.4412158117369098,3,1,0,1,1,16.0,low
4.67,2,2,1,2,2,1,2,83,12.8,2,1,3,0.9415551089927946,2,0,1,1,1,16.099999999999998,low
3.57,2,3,3,1,2,5,1,32,11.1,0,1,2,0.2496449451068623,2,3,1,1,1,10.1,low
5.3,1,0,1,1,3,9,2,63,8.9,2,2,1,0.5638337733079366,2,4,1,1,1,11.1,low
7.59,1,0,1,1,2,13,2,32,5.7,1,1,3,0.1995653982028528,1,1,1,1,1,4.4,low
6.24,0,0,3,0,0,4,3,58,4.6,1,3,3,0.7025739180504498,1,3,1,1,1,2.2,low
7.72,1,2,0,1,0,8,3,51,4.4,3,2,2,0.8324343668753205,1,1,1,1,1,1.6500000000000001,medium
6.72,0,0,2,1,2,1,1,78,13.6,2,1,3,0.8768958611911806,3,4,1,1,1,17.3,low
6.17,1,0,0,1,0,1,1,58,17.1,2,2,1,0.963535799387744,3,0,1,1,1,18.6,medium
6.74,1,4,1,0,1,14,3,93,3.9,3,2,3,0.75158237582334,3,4,1,1,1,1.6500000000000001,low
7.33,0,0,3,1,0,14,1,46,10.6,0,2,1,0.14482300715971652,2,0,0,0,1,12.2,medium
9.29,0,0,2,0,1,6,2,46,3.8,0,2,3,0.1897923296457587,2,3,1,1,1,7.3,low
8.83,0,0,2,1,0,4,3,74,5.5,0,3,2,0.5998193720159158,3,3,1,1,1,5.7,low
6.87,0,0,1,1,0,5,3,58,2.1,2,2,2,0.8914509442765647,2,0,1,1,1,1.1,medium
9.11,1,1,1,1,0,1,1,92,24.5,1,2,1,0.5229581614823549,1,2,1,1,1,27.3,low
7.64,0,0,2,1,0,5,3,25,3.3,3,1,3,0.6485163487092307,3,2,1,1,1,3.1,medium
7.14,1,3,3,0,2,9,2,29,5.7,2,1,1,0.1512846011197654,1,0,0,0,0,5.5,high
9.8,1,1,0,1,3,6,3,86,5.6,2,1,1,0.7176553111071631,3,0,0,1,1,6.8999999999999995,medium
6.87,2,3,2,1,0,7,3,82,5.9,2,3,3,0.38710469735601616,3,3,0,1,1,4.8,medium
9.54,0,0,1,1,0,13,2,36,9.3,2,1,2,0.6482397583321755,2,2,0,1,1,7.6,medium
6.77,1,2,1,2,2,11,1,97,9.5,0,1,3,0.20363130842645222,2,1,0,1,1,11.5,low
6.39,0,0,3,1,3,1,3,82,5.3,0,1,1,0.5758392661517091,2,0,0,0,1,3.2,medium
3.97,0,0,0,2,3,14,2,93,5.2,2,1,2,0.4122902151694018,1,1,1,1,1,3.5,medium
4.09,0,0,0,2,2,2,3,87,5.6,2,3,2,0.29673775387521084,2,0,0,0,0,2.7,high
3.75,0,0,2,2,2,1,3,73,7.3,0,1,1,0.5040177171276397,1,2,0,0,0,5.8,high
7.74,0,0,1,0,2,5,1,60,14.0,1,2,2,0.9929014797505885,1,1,1,1,1,14.8,low
5.69,0,0,2,0,2,5,1,50,9.4,0,2,1,0.13443941859193673,4,1,1,1,1,9.2,low
9.58,3,0,2,1,0,5,2,41,7.6,3,3,1,0.6979749473999938,2,0,1,1,1,9.8,low
5.39,1,0,3,0,2,12,3,78,4.1,2,1,1,0.38044542006155446,1,2,0,1,1,4.1,medium
4.61,3,0,2,1,1,7,2,69,7.2,0,1,1,0.9834241922700535,3,2,1,1,1,5.1,low
5.25,1,1,0,2,0,12,2,49,7.4,1,1,3,0.9997695308216827,2,0,1,1,1,6.2,low
4.62,1,0,2,0,1,4,3,72,7.4,2,2,3,0.9033345321400569,3,0,1,1,1,8.2,low
8.75,0,0,1,2,2,10,3,71,4.0,0,2,2,0.9386036521100235,4,1,1,1,1,3.2,low
4.41,0,0,0,1,2,12,2,66,7.4,0,2,2,0.3429483619413591,2,2,0,0,0,5.7,medium
6.15,0,0,5,0,3,6,2,89,4.0,2,1,1,0.5565250029044564,2,4,0,0,0,6.9,medium
5.85,0,0,3,0,0,10,2,49,8.2,2,1,1,0.7930844194551436,3,3,0,0,1,5.9,high
5.45,2,3,1,2,1,5,2,36,10.5,3,2,3,0.3618691396086202,2,0,1,1,1,12.649999999999999,low
5.24,0,0,1,0,0,8,2,75,14.7,1,2,2,0.17238406902616799,3,1,1,1,1,13.0,medium
6.7,1,4,0,1,0,9,3,37,5.6,1,1,2,0.6515405361051342,3,2,0,1,1,6.4,low
4.47,0,0,3,1,0,2,3,97,6.1,3,1,1,0.7369900239684017,2,3,0,0,0,6.9,high
3.76,0,0,0,1,3,6,2,69,7.8,0,3,1,0.5126896400529566,2,2,1,1,1,7.4,low
4.6,0,0,1,1,3,8,3,47,6.6,3,1,1,0.39501639271666344,1,2,0,1,1,6.4,low
3.58,0,0,0,2,0,9,3,28,5.4,0,1,1,0.5624987026106082,2,0,1,1,1,3.3,medium
7.66,0,0,4,0,1,8,3,40,3.8,1,1,1,0.11592733073154537,1,3,0,0,1,3.6,medium
6.36,1,0,0,0,1,11,3,93,4.8,0,1,2,0.4282303001655381,1,2,0,1,1,3.9,medium
5.94,2,0,0,0,2,0,2,36,14.1,3,2,2,0.5745662740680918,2,0,0,1,1,13.6,medium
7.37,0,0,0,0,1,6,2,66,5.1,2,2,2,0.8131899533438791,4,0,0,0,1,4.6,high
7.05,0,0,0,0,1,10,3,94,4.1,2,1,1,0.6323419423673978,4,0,1,1,1,4.3,medium
8.03,1,3,0,1,1,0,2,84,10.9,2,3,2,0.6031556843810861,1,3,1,1,1,15.1,low
3.54,3,0,1,2,1,4,3,30,4.0,2,3,2,0.7103058239949654,1,2,1,1,1,2.2,low
4.86,0,0,1,0,2,5,3,62,2.0,1,3,2,0.26829954525648253,2,1,0,0,1,1.7,high
5.32,4,0,0,1,3,1,3,38,3.2,3,1,1,0.7245461792641,2,2,0,1,1,1.6500000000000001,medium
4.5,2,2,3,2,3,3,3,86,3.3,1,2,2,0.538714291117495,4,1,0,1,1,4.3,low
6.37,0,0,4,1,0,4,2,80,17.2,2,3,2,0.8352257428990953,2,1,1,1,1,18.7,low
4.06,0,0,2,0,0,7,2,66,10.6,0,2,2,0.10047335985199411,2,1,1,1,1,13.1,low
5.28,1,3,0,0,0,9,2,89,9.9,0,2,3,0.8031999384634241,2,0,1,1,1,9.1,medium
6.09,3,2,4,2,0,13,2,60,6.3,0,1,2,0.459185131605203,1,0,1,1,1,5.5,low
5.96,1,1,0,0,1,6,2,71,4.7,0,1,1,0.2572556785806491,2,2,0,0,0,4.9,high
8.29,0,0,2,1,2,0,2,63,9.4,2,2,2,0.3644161023783635,2,1,0,0,1,9.8,low
5.16,1,2,2,0,2,7,3,25,4.9,0,1,3,0.20466562636224211,2,4,0,1,1,7.1,low
6.25,3,2,1,1,1,12,2,80,7.0,2,1,1,0.8724441696924053,2,1,0,1,1,5.8,low
4.84,2,3,0,0,1,6,1,91,11.5,1,2,1,0.19510058309726708,1,2,0,1,1,13.2,low
3.96,0,0,3,0,1,0,2,51,13.7,1,2,1,0.3936867804500491,1,1,1,1,1,14.7,medium
7.09,0,0,1,2,0,8,3,68,6.0,1,3,2,0.5825181610272113,3,0,1,1,1,5.8,low
5.12,1,0,1,2,0,5,3,32,2.9,3,1,2,0.21997033889251613,2,2,1,1,1,6.8999999999999995,low
6.2,0,0,1,1,2,7,3,76,5.4,3,2,1,0.5797380500537433,4,0,0,0,1,3.3,high
6.6,1,2,1,0,2,9,3,43,5.8,2,1,1,0.255958403804883,2,1,1,1,1,6.1,medium
3.52,0,0,1,0,2,12,3,98,3.5,0,1,1,0.8552285117143218,2,1,1,1,1,5.75,high
6.18,0,0,1,1,3,7,2,81,8.4,3,2,1,0.7666093199758705,1,0,1,1,1,12.3,medium
7.45,0,0,0,0,1,11,2,78,4.1,2,2,1,0.23977923009272634,4,3,0,1,1,5.3,medium
4.93,3,0,0,1,0,9,2,27,6.1,3,1,3,0.742979728562888,2,3,0,0,1,9.4,medium
3.98,0,0,2,1,2,9,3,56,5.0,0,2,2,0.14008457111428138,2,1,0,1,1,1.8,high
7.53,1,0,1,0,2,2,2,59,4.5,0,3,3,0.8667727938157869,1,0,1,1,1,6.2,low
7.24,0,0,2,0,2,8,1,39,25.9,3,3,3,0.9362411981198535,2,2,0,1,1,33.6,low
6.15,2,1,0,0,3,9,3,27,4.1,3,1,1,0.27565261938287694,3,3,1,1,1,3.4,low
8.4,1,0,0,1,0,0,1,43,22.8,1,3,2,0.7325803681360761,4,0,0,1,1,23.8,low
8.63,0,0,1,0,1,0,3,55,3.4,2,3,2,0.2133802095596286,2,0,1,1,1,2.3,high
7.3,0,0,5,0,0,2,3,97,5.7,1,2,1,0.7946047568713406,1,2,0,1,1,5.3,low
6.32,1,2,3,0,1,4,3,71,9.1,0,3,2,0.9526357458469569,1,0,1,1,1,7.9,low
7.09,1,3,2,1,3,0,2,41,10.8,0,3,3,0.6934795368784545,2,0,1,1,1,13.8,low
9.67,0,0,2,1,1,0,3,75,8.6,2,3,3,0.7637063951604923,3,2,0,1,1,10.35,low
5.79,0,0,2,1,1,9,1,85,9.9,3,1,1,0.7528667793356308,2,3,1,1,1,13.6,low
6.38,1,3,0,1,2,9,2,90,4.3,3,1,2,0.9419306232659076,3,0,1,1,1,6.0,low
8.2,0,0,3,2,0,0,2,33,12.6,2,3,1,0.9516735060437449,1,1,0,0,1,13.1,low
4.79,2,0,2,2,0,13,2,42,4.9,2,1,2,0.12480475649609969,2,2,0,1,1,6.9,medium
4.87,1,1,0,0,2,1,1,64,23.6,2,1,1,0.5907441533401125,3,0,1,1,1,28.3,low
3.95,0,0,4,1,2,14,2,60,13.0,1,1,2,0.24079878144124944,2,0,0,0,1,10.5,medium
9.35,3,2,2,0,2,13,1,85,6.7,2,1,2,0.7698104046242512,4,3,1,1,1,6.2,low
9.68,1,0,2,0,3,8,3,55,6.1,1,1,2,0.829079691344055,2,0,0,1,1,7.4,medium
7.7,0,0,2,1,1,7,2,57,9.7,3,3,1,0.16008927835770956,2,0,0,1,1,7.2,medium
4.15,0,0,3,1,2,4,2,75,17.2,2,3,1,0.9723978696772979,4,0,1,1,1,21.0,low
3.83,0,0,1,1,3,13,1,49,15.5,0,1,2,0.49408403947517854,1,0,1,1,1,16.5,medium
7.08,1,0,3,1,2,8,2,70,11.8,3,2,1,0.5187464132197105,1,1,0,0,1,13.7,low
4.15,0,0,0,2,1,9,2,51,8.2,1,1,3,0.653894672324232,1,0,1,1,1,13.799999999999999,low
